Name,Year,Global_Sales,NA_Sales,EU_Sales,JP_Sales,Other_Sales
Rugrats: Search For Reptar,1998,3.34,1.63,1.53,0,0.18
Assassin's Creed IV: Black Flag,2013,3.34,1.9,1.14,0.01,0.29
English Training: Have Fun Improving Your Skills!,2006,3.33,0,0.99,2.32,0.02
James Bond 007: Nightfire,2002,3.33,1.45,1.29,0.12,0.46
Ratchet & Clank,2002,3.33,1.44,1.01,0.57,0.3
Mario Party 9,2012,3.32,1.15,1.17,0.76,0.24
Star Wars Episode III: Revenge of the Sith,2005,3.32,1.47,1.39,0.03,0.43
Max Payne,2001,3.31,1.99,1.05,0.05,0.22
The Lord of the Rings: The Return of the King,2003,3.28,1.5,1.28,0.05,0.46
Assassin's Creed Syndicate,2015,3.28,0.8,1.92,0.06,0.5
Destiny,2014,3.28,2.13,0.92,0,0.23
True Crime: Streets of LA,2003,3.27,1.89,1.05,0.02,0.31
Wii Music,2008,3.27,1.36,1.13,0.46,0.32
Gran Turismo (PSP),2009,3.27,0.5,1.59,0.31,0.87
Monster Hunter X,2015,3.26,0.25,0.19,2.78,0.04
Tekken,1995,3.24,0.95,1.3,0.77,0.22
FIFA 16,2015,3.23,0.88,2.11,0,0.23
L.A. Noire,2011,3.23,1.27,1.33,0.12,0.51
Madden NFL 16,2015,3.22,2.33,0.3,0,0.59
Yokai Watch 2 Ganso/Honke,2014,3.22,0.03,0,3.18,0
007: Tomorrow Never Dies,1999,3.21,1.72,1.33,0,0.16
Baseball,1983,3.2,0.73,0.1,2.35,0.02
Killer Instinct,1995,3.2,2.26,0.72,0.12,0.1
WWF SmackDown! 2: Know Your Role,2000,3.2,1.76,1.21,0.07,0.16
Crisis Core: Final Fantasy VII,2007,3.19,1.35,0.6,0.8,0.44
God of War: Chains of Olympus,2008,3.19,1.48,1.01,0.04,0.66
Dragon Quest VI: Maboroshi no Daichi,1995,3.19,0,0,3.19,0
Dance Central,2010,3.19,2.15,0.77,0.01,0.26
Enter the Matrix,2003,3.18,1.78,1.12,0.09,0.19
Super Mario Maker,2015,3.18,1.18,0.87,0.93,0.2
Fallout: New Vegas,2010,3.17,1.52,1.08,0.1,0.47
LEGO Batman: The Videogame,,3.17,1.86,1.02,0,0.29
Rhythm Heaven,2008,3.17,0.58,0.51,1.93,0.14
Ace Combat 04: Shattered Skies,2001,3.17,2.06,0.56,0.38,0.17
Club Penguin: Elite Penguin Force,2008,3.16,1.88,0.98,0,0.3
Animal Crossing,2001,3.15,1.92,0.16,0.99,0.09
LEGO Batman: The Videogame,2008,3.15,1.79,1.06,0,0.29
Sonic Rush,2005,3.15,1.22,1.57,0.06,0.29
Resident Evil 6,2012,3.15,0.88,0.97,0.88,0.42
Halo: The Master Chief Collection,2014,3.15,1.89,0.99,0.03,0.24
FIFA Soccer 08,2007,3.14,0.68,0,0,2.46
Spider-Man,2000,3.13,1.7,1.25,0.02,0.16
Need for Speed III: Hot Pursuit,1998,3.12,2.14,0.86,0,0.13
Star Wars Episode I Racer,1999,3.12,2.31,0.62,0.14,0.04
Personal Trainer: Cooking,2006,3.12,0.91,1,1.03,0.17
The Elder Scrolls IV: Oblivion,2007,3.12,1.69,0.87,0.14,0.42
Dragon Warrior IV,1990,3.12,0.08,0,3.03,0.01
Heavy Rain,2010,3.12,1.29,1.27,0.06,0.5
Mass Effect 2,2010,3.11,1.99,0.82,0.03,0.27
FIFA 15,2014,3.11,0.78,2.02,0,0.3
Dragon Ball Z: Budokai,2002,3.09,2.17,0.28,0.55,0.08
Madden NFL 2002,2001,3.08,2.5,0.16,0.01,0.42
World Class Track Meet,1986,3.08,1.92,0.45,0.64,0.07
Borderlands 2,2012,3.07,1.89,0.91,0.04,0.24
The Legend of Zelda: A Link Between Worlds,2013,3.07,1.4,0.99,0.46,0.22
Donkey Kong,1994,3.07,1.57,0.62,0.55,0.34
The Sims: Vacation,2002,3.07,1.72,1.21,0,0.14
Mass Effect 3,2012,3.07,1.94,0.86,0.03,0.24
Kung Fu Panda,2008,3.05,1.91,0.84,0,0.29
Far Cry 3,2012,3.04,1.38,1.35,0.02,0.28
Epic Mickey,2010,3.04,2.06,0.64,0.12,0.22
Saints Row 2,2008,3.03,1.94,0.8,0.02,0.27
Rayman,1995,3.03,1.54,1.33,0,0.16
Killzone 2,2009,3.02,1.4,1.07,0.08,0.47
Tom Clancy's Splinter Cell,2002,3.02,1.85,1.04,0,0.13
Mike Tyson's Punch-Out!!,1987,3.02,2.03,0.47,0.45,0.07
WWE SmackDown! Shut Your Mouth,2002,3.02,1.45,1.13,0.07,0.38
Gears of War: Ultimate Edition,2015,3,2.38,0.32,0,0.31
NBA 2K13,2012,3,2.6,0.21,0.01,0.19
Dragon Ball Z: Budokai Tenkaichi 3,2007,3,1.15,0,0.76,1.09
wwe Smackdown vs. Raw 2006,,3,1.57,1.02,0,0.41
Middle-Earth: Shadow of Mordor,2014,2.99,1.01,1.41,0.05,0.53
Star Fox,1993,2.99,1.61,0.51,0.8,0.07
The Sims: Livin Large,2000,2.99,1.67,1.18,0,0.13
World Soccer Winning Eleven 6 International,2002,2.99,0.12,1.26,1.16,0.45
Devil May Cry,2001,2.99,1.36,0.86,0.64,0.13
Animal Crossing: Happy Home Designer,2015,2.98,0.47,1,1.39,0.12
Battlefield: Bad Company 2,2010,2.97,1.33,1.12,0.08,0.45
The Sims 4,2014,2.97,0.96,1.72,0,0.29
Star Wars: The Old Republic,2011,2.97,1.58,1.01,0,0.38
Sonic Heroes,2003,2.96,1.04,1.37,0.06,0.49
Kirby Super Star Ultra,2008,2.96,1.57,0.04,1.19,0.15
Hitman 2: Silent Assassin,2002,2.96,1.36,1.15,0.04,0.41
Street Fighter IV,2009,2.95,1.82,0.71,0.15,0.26
Wave Race 64,1996,2.94,1.98,0.58,0.34,0.04
SOCOM II: U.S. Navy SEALs,2003,2.94,2.22,0.51,0.06,0.15
WWE SmackDown! vs. RAW 2006,2005,2.94,1.45,1.11,0.04,0.33
inFAMOUS,2009,2.94,1.76,0.69,0.12,0.37
Pac-Man Collection,2001,2.94,2.07,0.77,0.05,0.05
Mass Effect,2007,2.93,1.83,0.8,0.03,0.27
WarioWare: Smooth Moves,2006,2.92,0.87,1.06,0.73,0.26
Cooking Mama: Cook Off,2007,2.91,1.43,1.13,0.05,0.3
Super Mario World 2: Yoshi's Island,2002,2.91,1.75,0.45,0.62,0.09
FIFA 14,2013,2.9,0.61,1.85,0.11,0.33
Titanfall,2014,2.9,1.84,0.8,0.04,0.22
Sonic Mega Collection Plus,2004,2.9,1.54,1.14,0,0.22
Sega Superstars Tennis,2008,2.9,1.75,0.86,0,0.28
World Soccer Winning Eleven 7 International,2003,2.9,0.08,1.24,1.13,0.45
Need for Speed: Most Wanted,2012,2.89,0.71,1.51,0.06,0.61
Hot Shots Golf 3,2001,2.89,0.99,0.32,1.38,0.2
Call of Duty: Finest Hour,2004,2.89,1.51,1.12,0.01,0.24
Zumba Fitness 2,2011,2.88,1.54,1.07,0,0.28
Syphon Filter,1999,2.88,2.03,0.72,0.02,0.11
Imagine: Babyz,2007,2.88,1.3,1.27,0,0.31
Colin McRae Rally,1998,2.87,0.09,2.43,0.12,0.22
Call of Duty: Ghosts,2013,2.86,1.87,0.77,0,0.22
Madden NFL 13,2012,2.86,2.53,0.16,0,0.17
The Elder Scrolls III: Morrowind,2002,2.86,2.09,0.63,0.03,0.11
Mortal Kombat,2011,2.85,1.98,0.55,0,0.32
F-Zero,1990,2.85,1.37,0.51,0.89,0.07
Yoshi's Story,1997,2.85,1.29,0.53,0.98,0.05
Command & Conquer: Red Alert,1996,2.85,1.37,1.34,0,0.14
Skylanders: Spyro's Adventure,2011,2.85,1.4,1.14,0,0.31
FIFA 16,2015,2.85,0.4,1.98,0.05,0.42
Assassin's Creed: Brotherhood,2010,2.84,1.87,0.57,0.11,0.3
BioShock,2007,2.83,1.65,0.86,0.05,0.28
Madden NFL 10,2009,2.83,2.52,0.09,0,0.22
Medal of Honor,2010,2.83,1.28,1.05,0.07,0.43
WWE SmackDown! vs. Raw,2002,2.83,1.32,1.08,0.04,0.39
Metroid Prime,2002,2.82,1.96,0.67,0.1,0.09
Finding Nemo,2003,2.82,1.59,1.05,0.04,0.14
Myst,1994,2.81,0.02,2.79,0,0
Need for Speed: Hot Pursuit,2010,2.81,1.05,1.25,0.03,0.48
Imagine: Fashion Designer,2007,2.81,1.32,1.19,0,0.3
WWE SmackDown! Here Comes the Pain,2003,2.8,1.32,1.06,0.04,0.38
Star Wars: The Force Unleashed,2008,2.8,1.74,0.8,0,0.26
Yoshi's Island DS,2006,2.8,1.47,0.07,1.1,0.15
Hot Shots Golf,1997,2.79,0.29,0.2,2.13,0.18
Killzone 3,2011,2.79,1.45,0.88,0.09,0.38
A Bug's Life,1998,2.79,1.96,0.72,0,0.11
WWF SmackDown! Just Bring It,2001,2.79,1.19,1.15,0.04,0.41
Dragon Quest V: Tenkuu no Hanayome,1992,2.79,0,0,2.78,0.01
Mortal Kombat Trilogy,1996,2.79,1.98,0.7,0,0.11
Battlefield 3,2011,2.79,0.89,1.43,0,0.48
NBA Street,2001,2.79,2.19,0.22,0,0.38
Professor Layton and the Last Specter,2009,2.79,0.3,1.47,0.68,0.34
Monster Hunter Tri,2011,2.79,0.46,0.29,1.96,0.07
Jak II,2003,2.78,1.68,0.74,0,0.36
inFAMOUS: Second Son,2014,2.78,1.27,0.97,0.07,0.47
Ratchet & Clank: Going Commando,2003,2.78,1.44,0.83,0.26,0.25
Tekken 6,2009,2.78,1.2,0.98,0.17,0.43
The Sims,2003,2.77,1.41,1.12,0,0.24
Sonic and the Secret Rings,2007,2.77,1.24,1.2,0.04,0.3
Saints Row: The Third,2011,2.77,1.25,1.15,0.07,0.3
Missile Command,1980,2.76,2.56,0.17,0,0.03
Mario Paint,1992,2.75,1.43,0.54,0.71,0.07
Assassin's Creed IV: Black Flag,2013,2.74,1.07,1.31,0.06,0.31
Pokémon Stadium 2,2000,2.73,1.02,0.36,1.13,0.23
Metroid,1986,2.73,1.33,0.31,1.04,0.05
L.A. Noire,2011,2.72,1.52,0.94,0.02,0.24
Call of Duty 3,2006,2.71,1.49,0.93,0.02,0.27
The Legend of Zelda: A Link to the Past,2002,2.7,1.75,0.52,0.33,0.1
Onimusha: Warlords,2001,2.7,0.99,0.48,1.09,0.14
Mortal Kombat X,2015,2.7,1.47,0.76,0,0.47
Mario Party,1998,2.7,1.25,0.53,0.87,0.05
Madden NFL 12,2011,2.69,2.42,0.11,0,0.16
LEGO Star Wars II: The Original Trilogy,2006,2.69,1.85,0.64,0.01,0.19
Madden NFL 11,2010,2.69,2.38,0.12,0,0.18
Mario vs. Donkey Kong: Mini-Land Mayhem!,2010,2.69,1.63,0.52,0.35,0.18
Skate 3,2010,2.68,1.46,0.98,0,0.24
Burnout 3: Takedown,2004,2.68,1.23,1.11,0,0.34
Yokai Watch 2 Shinuchi,2014,2.68,0,0,2.68,0
Need for Speed: Shift,2009,2.68,0.69,1.41,0.04,0.53
Final Fantasy XIII-2,2011,2.68,0.78,0.75,0.89,0.26
Mortal Kombat,1992,2.67,1.95,0.63,0,0.09
Call Of Duty 2: Big Red One,2005,2.67,1.48,0.92,0.01,0.26
Guitar Hero: World Tour,2008,2.67,1.78,0.64,0,0.25
Medal of Honor,1998,2.67,1.44,1.09,0,0.14
Fable,2004,2.66,1.99,0.58,0,0.09
Hannah Montana,2006,2.65,1.59,0.8,0,0.26
Tom Clancy's Splinter Cell,2003,2.65,1.15,1.11,0,0.4
Skylanders Giants,2012,2.65,1.56,0.88,0,0.22
Medal of Honor Heroes,2006,2.65,0.86,1.11,0.01,0.66
Super Mario Bros.: The Lost Levels,1986,2.65,0,0,2.65,0
Star Wars: Shadows of the Empire,1996,2.65,2,0.5,0.12,0.03
LEGO Star Wars: The Complete Saga,2007,2.64,1.53,0.87,0,0.24
Midnight Club: Street Racing,2000,2.63,2,0.47,0.02,0.14
Pac-Man: Adventures in Time,2006,2.63,0.76,1.1,0.12,0.65
Halo Wars,2009,2.63,1.53,0.82,0.04,0.24
God of War Collection,2009,2.63,1.7,0.46,0.06,0.41
ESPN NFL 2K5,2004,2.62,2.15,0.12,0,0.36
Mario Strikers Charged,2007,2.62,1.07,1.06,0.24,0.25
Medal of Honor,2010,2.62,1.55,0.81,0.04,0.21
FIFA Soccer 10,2009,2.62,0.59,1.79,0.01,0.23
NBA 2K12,2011,2.62,2.31,0.14,0.01,0.16
Style Savvy,2008,2.61,0.63,0.84,0.96,0.19
Harry Potter and the Chamber of Secrets,2002,2.61,0.9,1.22,0.04,0.44
Super Mario All-Stars: Limited Edition,2010,2.6,1.02,0.52,0.92,0.14
Streets of Rage,1990,2.6,1.86,0.55,0.11,0.08
FIFA Soccer 09,2008,2.59,0.48,1.63,0.04,0.43
Ratchet & Clank Future: Tools of Destruction,2007,2.59,0.93,1.12,0.08,0.45
NBA Live 2005,2004,2.59,2.03,0.21,0,0.35
LittleBigPlanet,2009,2.58,0.64,1.24,0.01,0.69
Killzone: Shadow Fall,2013,2.58,0.89,1.33,0.07,0.28
Ghostbusters: The Video Game (DS Version),2009,2.58,1.04,1.24,0.03,0.27
Monster Hunter Freedom 2,2007,2.58,0.37,0.27,1.75,0.18
WWE SmackDown vs. RAW 2007,2006,2.58,1.4,0.88,0.03,0.26
Ratchet & Clank: Up Your Arsenal,2004,2.57,1.31,0.74,0.31,0.22
Art Academy,2010,2.57,0.28,1.68,0.33,0.28
Dragon Age: Origins,2009,2.57,1.76,0.56,0.03,0.22
Madden NFL 08,2007,2.57,2.14,0.08,0,0.35
Sonic Adventure 2 Battle,2001,2.56,1.7,0.59,0.21,0.07
Dragon Warrior II,1987,2.56,0.15,0,2.41,0
Madden NFL 13,2012,2.56,2.11,0.23,0,0.22
Pokémon Colosseum,2003,2.54,1.21,0.57,0.7,0.07
Deca Sports,2008,2.54,1.13,0.87,0.29,0.25
Madden NFL 09,2008,2.54,2.21,0.12,0,0.2
Space Invaders,,2.53,2.36,0.14,0,0.03
Crazy Taxi,2001,2.52,1.13,1.12,0.06,0.22
Perfect Dark,2000,2.52,1.55,0.75,0.16,0.06
Game Party,2007,2.52,1.5,0.78,0,0.24
Dragon Warrior,1986,2.52,0.49,0,0.52,1.51
Tomb Raider (2013),2013,2.51,0.6,1.31,0.08,0.52
Marvel: Ultimate Alliance,2006,2.5,2.29,0.02,0,0.19
PES 2009: Pro Evolution Soccer,2008,2.5,0.13,0.07,0.26,2.05
Mario Party 2,1999,2.5,1.28,0.14,1.08,0.01
Saints Row: The Third,2011,2.49,0.86,1.06,0.18,0.39
Rockstar Games Double Pack: Grand Theft Auto III & Grand Theft Auto Vice City,2003,2.49,1.84,0.56,0,0.09
LEGO Harry Potter: Years 1-4,2010,2.49,1.29,0.97,0,0.23
Mortal Kombat: Deadly Alliance,2002,2.49,1.81,0.52,0,0.15
Resistance 2,2008,2.48,1.15,0.85,0.1,0.39
Pure,2008,2.48,1.38,0.85,0,0.25
Tomb Raider: The Last Revelation,1998,2.48,1.15,1.14,0.06,0.13
NBA 2K13,2012,2.48,1.72,0.44,0.05,0.27
Rock Band,,2.48,1.93,0.34,0,0.21
NBA 2K14,2013,2.47,2.1,0.2,0,0.17
Mario Party 4,2002,2.47,1.13,0.36,0.92,0.07
uDraw Studio,2010,2.46,1.67,0.58,0,0.2
Midnight Club: Los Angeles,2008,2.45,1.55,0.54,0.05,0.31
Final Fantasy V,1992,2.45,0,0,2.43,0.02
Final Fantasy Tactics,1997,2.45,0.93,0.12,1.34,0.06
Twisted Metal 2,1996,2.44,2.12,0.25,0,0.07
Halo: Combat Evolved Anniversary,2011,2.44,1.44,0.73,0.04,0.22
Need for Speed Carbon: Own the City,2006,2.44,0.87,0.98,0,0.59
The Sims: Bustin' Out,2003,2.43,1.07,1.19,0,0.18
Riven: The Sequel to Myst,1997,2.43,1.52,0.82,0,0.1
Tom Clancy's Rainbow Six: Vegas 2,2008,2.42,1.56,0.61,0.02,0.23
Sonic Adventure,1998,2.42,1.26,0.61,0.46,0.08
Ice Hockey,1988,2.42,1.27,0.32,0.78,0.05
pro evolution soccer 2011,2010,2.42,0.29,1.18,0.54,0.41
Dragon Ball Z: Budokai 2,2003,2.41,1.63,0.22,0.51,0.06
ATV Offroad Fury,2001,2.41,2.07,0.26,0,0.08
Dino Crisis,1998,2.41,0.81,0.76,0.7,0.14
Minecraft,2014,2.41,1.43,0.76,0,0.22
Need for Speed: ProStreet,2007,2.41,0.69,0,0.04,1.68
Madden NFL 16,2015,2.4,2.07,0.08,0,0.26
Tetris Plus,1996,2.4,2.1,0.24,0,0.07
Pro Wrestling,1987,2.4,0.77,0.18,1.42,0.03
Theme Hospital,1997,2.4,2.3,0.1,0,0
Frogger's Adventures: Temple of the Frog,,2.39,2.15,0.18,0,0.07
Need for Speed (2015),2015,2.39,0.49,1.49,0.05,0.36
Zumba Fitness,2010,2.39,1.74,0.48,0,0.18
LEGO Indiana Jones: The Original Adventures,,2.39,1.54,0.63,0,0.22
Monopoly,1994,2.39,1.49,0.81,0,0.1
Batman: Arkham Origins,2013,2.39,1.07,0.87,0.04,0.4
Dead Island,2011,2.39,1.48,0.71,0,0.2
Guitar Hero,2005,2.38,1.67,0.61,0.03,0.07
LEGO Star Wars: The Complete Saga,2007,2.38,1.02,0.97,0,0.39
Kinect: Disneyland Adventures,2011,2.38,1.73,0.46,0.02,0.18
WCW/nWo Revenge,1998,2.38,1.94,0.39,0.03,0.02
Bloodborne,2015,2.38,1,0.76,0.26,0.36
NBA 2K15,2014,2.38,1.46,0.54,0.01,0.37
Madden NFL 11,2010,2.38,2.04,0.15,0,0.19
Yu-Gi-Oh! The Duelists of the Roses,2001,2.38,1.16,0.91,0,0.3
Madden NFL 08,2007,2.37,2.18,0.01,0,0.18
Half-Life 2,2004,2.37,2.28,0.02,0.08,0
The Incredibles,2004,2.37,0.96,1.08,0.04,0.3
Tony Hawk's Underground 2,2004,2.37,1.25,0.86,0.01,0.26
Madden NFL 10,2009,2.37,2.03,0.13,0,0.21
Kinect Sports: Season Two,2011,2.36,1.38,0.74,0.02,0.22
Kirby's Dream Land 2,1995,2.36,0.69,0.14,1.48,0.05
LEGO Harry Potter: Years 1-4,2010,2.35,1.07,1.05,0,0.23
Donkey Kong Land II,1996,2.35,1.39,0.48,0.4,0.08
Dragon Warrior Monsters,1998,2.35,0,0,2.34,0.01
Midnight Club: Los Angeles,2008,2.35,1.68,0.46,0.01,0.2
Skylanders SWAP Force,2013,2.34,1.32,0.83,0,0.2
WWE SmackDown vs Raw 2008,2007,2.34,0.92,0,0.01,1.41
My Fitness Coach,2008,2.34,1.2,0.9,0,0.24
Resident Evil - Code: Veronica X,2001,2.34,1.08,0.7,0.34,0.21
The Sims 3,2010,2.33,1.27,0.86,0,0.2
The Legend of Zelda: Majora's Mask 3D,2015,2.32,1.14,0.54,0.47,0.17
NBA 2K16,2015,2.32,1.93,0.14,0,0.24
Just Dance Kids,2010,2.32,1.57,0.56,0,0.19
Mario Tennis,2000,2.32,0.78,0.4,1.06,0.07
Grand Theft Auto,1997,2.32,0.79,1.35,0.04,0.14
James Bond 007: Everything or Nothing,2004,2.31,0.85,1.06,0.09,0.32
WarioWare Touched!,2004,2.31,0.52,0.45,1.21,0.13
Need For Speed: High Stakes,1999,2.31,1.58,0.64,0,0.09
Chrono Trigger,1995,2.31,0.28,0,2.02,0.01
Cool Boarders 3,1998,2.31,1.65,0.46,0.1,0.1
LEGO Marvel Super Heroes,2013,2.3,1.24,0.85,0,0.21
Guild Wars 2,2012,2.3,0.95,1.06,0,0.29
Pokemon Ranger: Shadows of Almia,2008,2.3,0.95,0.54,0.62,0.18
Dead Island,2011,2.29,1.08,0.75,0.15,0.31
Tomb Raider II,1997,2.29,0.91,1.25,0,0.13
God of War: Ascension,2013,2.29,1.23,0.68,0.04,0.34
Need for Speed Underground 2,2004,2.28,1.38,0.8,0,0.1
Pro Evolution Soccer 2010,2009,2.28,0.3,1.27,0.46,0.26
Just Dance 2015,2014,2.28,1.11,0.98,0,0.2
Yokai Watch Busters,2015,2.28,0,0,2.28,0
Mario Bros.,1983,2.28,0.51,0.12,1.63,0.02
FIFA Soccer 09,2008,2.28,0.38,0.07,0.01,1.82
Star Wars: The Force Unleashed,2008,2.28,1.01,0.9,0,0.37
Borderlands 2,2012,2.28,1.05,0.77,0.1,0.36
TOCA Touring Car Championship,1997,2.28,0.07,2,0.02,0.18
Paper Mario: Sticker Star,2012,2.27,1.12,0.39,0.64,0.12
Sonic's Ultimate Genesis Collection,2009,2.27,1.34,0.62,0,0.31
Super Monkey Ball: Banana Blitz,2006,2.27,1.07,0.92,0.04,0.24
Kirby: Nightmare in Dream Land,2002,2.27,1.22,0.1,0.91,0.04
Wario Land 4,2001,2.26,0.9,0.73,0.54,0.09
Guitar Hero III: Legends of Rock,2007,2.26,1.4,0.54,0.02,0.3
Call of Duty 3,,2.26,1.19,0.84,0,0.23
Resident Evil 4,2007,2.26,1.34,0.57,0.14,0.21
Minecraft,2014,2.25,0.28,0.79,0.87,0.32
Onimusha 2: Samurai's Destiny,2002,2.25,0.62,0.44,1.06,0.13
Cool Boarders 2,1997,2.25,1.52,0.46,0.2,0.08
Paper Mario: The Thousand-Year Door,2004,2.25,1.48,0.25,0.46,0.06
Madden NFL 12,2011,2.25,1.93,0.15,0,0.17
Monster Hunter Tri,2009,2.25,0.67,0.41,1.05,0.11
Dissidia: Final Fantasy,2008,2.25,0.51,0.51,0.91,0.32
Sonic Advance,2001,2.24,1.19,0.71,0.22,0.13
Spyro: Season of Ice,2001,2.23,1.29,0.83,0,0.11
Teenage Mutant Ninja Turtles II: The Arcade Game,1990,2.23,1.74,0.25,0.21,0.03
LEGO Indiana Jones: The Original Adventures,2008,2.23,1.42,0.61,0,0.21
Dance Dance Revolution X2,2009,2.23,1.09,0.85,0,0.28
New Super Luigi U,2013,2.22,1.27,0.62,0.18,0.16
Prince of Persia: The Sands of Time,2003,2.22,0.88,1.03,0,0.31
Scribblenauts,2009,2.22,1.71,0.32,0.02,0.18
The Legend of Zelda: Link's Awakening DX,1998,2.22,1,0.63,0.45,0.13
Need for Speed: Hot Pursuit,2010,2.22,1.03,0.98,0,0.21
BioShock 2,2010,2.21,1.45,0.55,0.02,0.19
Assassin's Creed IV: Black Flag,2013,2.21,1.47,0.55,0,0.19
Devil May Cry 3: Dante's Awakening Special Edition,2006,2.21,1.06,0.82,0.05,0.28
Rock Band 2,2008,2.2,1.78,0.24,0,0.18
Frogger,1981,2.2,2.06,0.12,0,0.02
Guitar Hero II,2007,2.2,2.01,0.02,0,0.17
Wario Land 3,2000,2.2,1.11,0.51,0.34,0.23
Pro Yakyuu Family Stadium,1986,2.2,0.15,0,2.05,0
Sonic Unleashed,2008,2.2,1.28,0.68,0.02,0.21
High School Musical: Makin' the Cut!,2007,2.2,1.06,0.91,0,0.23
Pro Evolution Soccer 2012,2011,2.19,0.34,0.97,0.55,0.33
Saints Row,2006,2.19,1.17,0.78,0.02,0.22
Star Wars: Knights of the Old Republic,2003,2.19,1.68,0.44,0,0.08
Kirby's Pinball Land,1992,2.19,0.87,0.17,1.1,0.05
Donkey Kong Country,2000,2.19,1.04,0.72,0.3,0.13
Hitman: Absolution,2012,2.19,0.59,1.07,0.07,0.45
Yu-Gi-Oh: Duel Monsters 4,2000,2.18,0,0,2.17,0.01
ATV Offroad Fury 2,2002,2.18,1.92,0.2,0,0.06
Forza Motorsport 5,2013,2.18,1.21,0.78,0.01,0.17
Madden NFL 25,2013,2.18,1.97,0.07,0,0.13
Pokemon Ranger,2006,2.18,1.29,0.04,0.73,0.12
Mario & Luigi: Superstar Saga,2003,2.17,1.48,0.17,0.47,0.06
Final Fantasy XIII,2010,2.17,1.27,0.68,0.01,0.2
Star Wars: Rogue Squadron,1998,2.17,1.6,0.46,0.08,0.03
Tennis,1984,2.17,0.48,0.11,1.56,0.02
The Sims: House Party,2001,2.16,1.23,0.83,0,0.1
Your Shape featuring Jenny McCarthy,2009,2.16,1.51,0.47,0,0.18
Syphon Filter 2,2000,2.15,1.5,0.55,0.02,0.08
Tom Clancy's Rainbow Six: Siege,2015,2.15,0.54,1.16,0.13,0.32
Volleyball,1987,2.15,0.14,0.03,1.98,0
FIFA 15,2014,2.15,0.6,1.41,0,0.14
Call of Duty: Roads to Victory,2007,2.14,0.52,1.03,0,0.59
Super Mario RPG: Legend of the Seven Stars,1996,2.14,0.66,0,1.45,0.03
Mahjong,1983,2.14,0.01,0,2.13,0
R.C. Pro-Am,1988,2.14,1.47,0.38,0.19,0.1
SimCity 2000,1992,2.14,1.2,0.84,0,0.1
Demon Attack,1981,2.13,1.99,0.12,0,0.02
Dance Dance Revolution Extreme,2004,2.13,1.04,0.81,0,0.27
Tetris DS,2006,2.13,0.64,0.07,1.35,0.08
Final Fantasy Tactics Advance,2003,2.13,0.82,0.37,0.89,0.05
Far Cry: Primal,2016,2.13,0.59,1.16,0.06,0.33
Toy Story 3: The Video Game,2010,2.12,0.93,0.97,0.02,0.21
Final Fantasy III,2006,2.12,0.91,0.05,1.07,0.09
Kirby's Epic Yarn,2010,2.12,1.47,0.09,0.45,0.11
Project Gotham Racing,2001,2.12,1.37,0.61,0.05,0.09
Golf,1989,2.12,0.83,0.33,0.92,0.04
NBA 2K12,2011,2.11,1.61,0.27,0.05,0.18
Borderlands,2009,2.11,1.2,0.62,0,0.29
Tony Hawk's Pro Skater,2000,2.11,1.68,0.4,0,0.03
PES 2009: Pro Evolution Soccer,2008,2.11,0.11,1.34,0.4,0.26
Need for Speed: Hot Pursuit 2,2002,2.11,1.68,0.31,0.02,0.09
Mario Sports Mix,2010,2.11,0.9,0.45,0.63,0.13
Rock Band,,2.11,1.35,0.56,0,0.2
Dynasty Warriors 4,2003,2.11,0.63,0.21,1.13,0.13
Mortal Kombat,2011,2.11,1.63,0.33,0,0.15
Parasite Eve,1998,2.1,0.94,0.07,1.05,0.04
Scooby-Doo! Night of 100 Frights,2002,2.1,1.17,0.72,0,0.22
Project Gotham Racing (JP weekly sales),2002,2.1,1.54,0.44,0.04,0.07
Need for Speed: Most Wanted 5-1-0,2005,2.1,1.77,0.13,0.02,0.18
Portal 2,2011,2.1,1.41,0.51,0.01,0.17
Devil May Cry 3: Dante's Awakening,2005,2.09,0.99,0.63,0.29,0.19
Derby Stallion,1997,2.09,0,0,1.96,0.14
Dead Rising,2006,2.09,1.16,0.65,0.08,0.2
Finding Nemo,2003,2.09,1.26,0.6,0.05,0.18
NBA 2K11,2010,2.09,1.84,0.12,0.01,0.13
Wipeout: The Game,2009,2.09,1.97,0,0,0.12
The Sims 2: Pets,2006,2.09,0.92,0.94,0,0.22
Battlefield: Hardline,2015,2.09,0.7,0.93,0.14,0.32
Metal Gear Solid: Peace Walker,2010,2.09,0.46,0.42,0.96,0.25
World of Warcraft: Cataclysm,2010,2.08,1.77,0.32,0,0
Tetris Worlds,2002,2.08,1.11,0.71,0,0.27
Need For Speed: Undercover,2008,2.08,0.63,1.02,0.05,0.39
Dance Dance Revolution: Hottest Party,2007,2.08,1.36,0.52,0,0.2
Mario Party 5,2003,2.08,0.97,0.33,0.73,0.06
Ghostbusters: The Video Game (DS Version),2010,2.08,0.59,0.99,0.13,0.36
Sim Theme Park,1998,2.08,2.04,0.04,0,0
Warcraft: Orcs & Humans,1994,2.08,0.89,1.08,0,0.11
Skate 3,2010,2.08,0.79,0.94,0,0.35
Spec Ops: Airborne Commando,2002,2.07,1.54,0.46,0,0.08
Kingdom Hearts: Birth by Sleep,2010,2.07,0.63,0.42,0.75,0.26
UFC 2009 Undisputed,2009,2.07,1.48,0.39,0,0.19
Dark Souls,2011,2.07,0.75,0.54,0.54,0.23
